locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNMCCAHI_02836	CDS	879	hdfR_2			HTH-type transcriptional regulator HdfR
HNMCCAHI_02837	CDS	1014				hypothetical protein
HNMCCAHI_02838	CDS	843	fdhD_1		COG1526	Sulfur carrier protein FdhD
HNMCCAHI_02839	CDS	156				hypothetical protein
HNMCCAHI_02840	CDS	255				hypothetical protein
HNMCCAHI_02841	CDS	138				hypothetical protein
HNMCCAHI_02842	CDS	960	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HNMCCAHI_02843	CDS	1191	glcK_1	2.7.1.2	COG1940	Glucokinase
HNMCCAHI_02844	CDS	1020				hypothetical protein
HNMCCAHI_02845	CDS	261				hypothetical protein
HNMCCAHI_02846	CDS	498	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
HNMCCAHI_02847	CDS	576	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
HNMCCAHI_02848	CDS	165				hypothetical protein
HNMCCAHI_02849	CDS	495				hypothetical protein
HNMCCAHI_02850	CDS	483	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
HNMCCAHI_02851	CDS	819				hypothetical protein
HNMCCAHI_02852	CDS	312				hypothetical protein
HNMCCAHI_02853	CDS	1443	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
HNMCCAHI_02854	CDS	480				hypothetical protein
HNMCCAHI_02855	CDS	861				hypothetical protein
HNMCCAHI_02856	CDS	858				hypothetical protein
HNMCCAHI_02857	CDS	210				hypothetical protein
HNMCCAHI_02858	CDS	228				hypothetical protein
HNMCCAHI_02859	CDS	648	ihfB			Integration host factor subunit beta
HNMCCAHI_02860	CDS	516				hypothetical protein
HNMCCAHI_02861	CDS	990				hypothetical protein
HNMCCAHI_02862	CDS	186				hypothetical protein
HNMCCAHI_02863	CDS	276				hypothetical protein
HNMCCAHI_02864	CDS	225				hypothetical protein
HNMCCAHI_02865	CDS	294				hypothetical protein
HNMCCAHI_02866	CDS	543				hypothetical protein
HNMCCAHI_02867	CDS	213				hypothetical protein
HNMCCAHI_02868	CDS	186				hypothetical protein
HNMCCAHI_02869	CDS	1074	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
HNMCCAHI_02870	CDS	894	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
HNMCCAHI_02871	CDS	234				hypothetical protein
HNMCCAHI_02872	CDS	420				hypothetical protein
HNMCCAHI_02873	CDS	1206				hypothetical protein
HNMCCAHI_02874	CDS	1476	sotB			sugar efflux transporter
HNMCCAHI_02875	CDS	123				hypothetical protein
HNMCCAHI_02876	CDS	672	liaR_3		COG2197	Transcriptional regulatory protein LiaR
HNMCCAHI_02877	CDS	1254				hypothetical protein
HNMCCAHI_02878	CDS	420				hypothetical protein
HNMCCAHI_02879	CDS	927	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
HNMCCAHI_02880	CDS	1575				hypothetical protein
HNMCCAHI_02881	CDS	687				hypothetical protein
HNMCCAHI_02882	CDS	1290	cutC			Copper homeostasis protein CutC
HNMCCAHI_02883	tRNA	95				tRNA-Asn(gtt)
HNMCCAHI_02884	CDS	135				hypothetical protein
HNMCCAHI_02885	CDS	915				hypothetical protein
HNMCCAHI_02886	CDS	111				hypothetical protein
HNMCCAHI_02887	CDS	753				hypothetical protein
HNMCCAHI_02888	CDS	999	hrdB_2		COG0568	RNA polymerase principal sigma factor HrdB
HNMCCAHI_02889	CDS	579	bar	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
HNMCCAHI_02890	CDS	783	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
HNMCCAHI_02891	CDS	519				hypothetical protein
HNMCCAHI_02892	CDS	1566	efpA_2			putative MFS-type transporter EfpA
HNMCCAHI_02893	CDS	648				hypothetical protein
HNMCCAHI_02894	CDS	1278				hypothetical protein
HNMCCAHI_02895	CDS	402				hypothetical protein
HNMCCAHI_02896	CDS	237				hypothetical protein
HNMCCAHI_02897	CDS	435	rpsP		COG0228	30S ribosomal protein S16
HNMCCAHI_02898	CDS	1164	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
HNMCCAHI_02899	CDS	522				hypothetical protein
HNMCCAHI_02900	CDS	300				hypothetical protein
HNMCCAHI_02901	CDS	1473	dctA_1		COG1301	C4-dicarboxylate transport protein
HNMCCAHI_02902	CDS	582				hypothetical protein
HNMCCAHI_02903	CDS	942		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
HNMCCAHI_02904	CDS	1614			COG3559	Multidrug efflux system permease protein
HNMCCAHI_02905	CDS	915				hypothetical protein
HNMCCAHI_02906	CDS	381				hypothetical protein
HNMCCAHI_02907	CDS	168				hypothetical protein
HNMCCAHI_02908	CDS	606				hypothetical protein
HNMCCAHI_02909	CDS	417				hypothetical protein
HNMCCAHI_02910	CDS	441				hypothetical protein
HNMCCAHI_02911	CDS	675				hypothetical protein
HNMCCAHI_02912	CDS	801				hypothetical protein
HNMCCAHI_02913	CDS	681	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HNMCCAHI_02914	CDS	1038	ncsB3_3	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
HNMCCAHI_02915	CDS	861				hypothetical protein
HNMCCAHI_02916	CDS	387				hypothetical protein
HNMCCAHI_02917	CDS	420	upp_2	2.4.2.9		Uracil phosphoribosyltransferase
HNMCCAHI_02918	CDS	447				hypothetical protein
HNMCCAHI_02919	CDS	543				hypothetical protein
HNMCCAHI_02920	CDS	429	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HNMCCAHI_02921	tRNA	87				tRNA-Ser(cga)
HNMCCAHI_02922	CDS	366	eryA_3	2.3.1.94		6-deoxyerythronolide-B synthase EryA2, modules 3 and 4
HNMCCAHI_02923	CDS	1512				hypothetical protein
HNMCCAHI_02924	CDS	1380				hypothetical protein
HNMCCAHI_02925	CDS	999				hypothetical protein
HNMCCAHI_02926	CDS	105				hypothetical protein
HNMCCAHI_02927	CDS	588	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
HNMCCAHI_02928	CDS	297				hypothetical protein
HNMCCAHI_02929	CDS	975				hypothetical protein
HNMCCAHI_02930	CDS	534	mscL		COG1970	Large-conductance mechanosensitive channel
HNMCCAHI_02931	tRNA	86				tRNA-Gln(ctg)
HNMCCAHI_02932	CDS	930				hypothetical protein
HNMCCAHI_02933	tRNA	87				tRNA-Leu(cag)
HNMCCAHI_02934	CDS	957				hypothetical protein
HNMCCAHI_02935	CDS	462				hypothetical protein
HNMCCAHI_02936	CDS	663	azoR_3	1.7.1.17		FMN-dependent NADH-azoreductase
HNMCCAHI_02937	CDS	1044				hypothetical protein
HNMCCAHI_02938	CDS	1560				hypothetical protein
HNMCCAHI_02939	CDS	1377		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HNMCCAHI_02940	CDS	1938				hypothetical protein
HNMCCAHI_02941	CDS	174				hypothetical protein
HNMCCAHI_02942	CDS	291				hypothetical protein
HNMCCAHI_02943	CDS	510	recX		COG2137	Regulatory protein RecX
HNMCCAHI_02944	CDS	1134	recA		COG0468	Protein RecA
HNMCCAHI_02945	CDS	549		2.3.1.-		Putative acetyltransferase
HNMCCAHI_02946	CDS	960	hdfR_3			HTH-type transcriptional regulator HdfR
HNMCCAHI_02947	CDS	618				hypothetical protein
HNMCCAHI_02948	CDS	594				hypothetical protein
HNMCCAHI_02949	CDS	1335				hypothetical protein
HNMCCAHI_02950	CDS	195				hypothetical protein
HNMCCAHI_02951	CDS	309				hypothetical protein
HNMCCAHI_02952	CDS	675				hypothetical protein
HNMCCAHI_02953	CDS	1770				hypothetical protein
HNMCCAHI_02954	CDS	561				hypothetical protein
HNMCCAHI_02955	tRNA	75				tRNA-Lys(ctt)
HNMCCAHI_02956	CDS	435				hypothetical protein
HNMCCAHI_02957	CDS	294				hypothetical protein
HNMCCAHI_02958	CDS	771				hypothetical protein
HNMCCAHI_02959	CDS	864				hypothetical protein
HNMCCAHI_02960	CDS	183				hypothetical protein
HNMCCAHI_02961	CDS	177				hypothetical protein
HNMCCAHI_02962	CDS	102				hypothetical protein
HNMCCAHI_02963	CDS	1200				hypothetical protein
HNMCCAHI_02964	CDS	1248				hypothetical protein
HNMCCAHI_02965	CDS	651	liaR_4		COG2197	Transcriptional regulatory protein LiaR
HNMCCAHI_02966	CDS	1254				hypothetical protein
HNMCCAHI_02967	CDS	993				hypothetical protein
HNMCCAHI_02968	CDS	1536	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
HNMCCAHI_02969	CDS	726				hypothetical protein
HNMCCAHI_02970	CDS	357				hypothetical protein
HNMCCAHI_02971	CDS	309				hypothetical protein
HNMCCAHI_02972	CDS	1023		3.1.1.-		Lactonase drp35
HNMCCAHI_02973	CDS	1809		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
HNMCCAHI_02974	CDS	510				hypothetical protein
HNMCCAHI_02975	CDS	1266		3.1.1.1	COG2272	Carboxylesterase
HNMCCAHI_02976	CDS	1344	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
HNMCCAHI_02977	CDS	1158		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
HNMCCAHI_02978	CDS	1104				hypothetical protein
HNMCCAHI_02979	CDS	303				hypothetical protein
HNMCCAHI_02980	CDS	294				hypothetical protein
HNMCCAHI_02981	CDS	1641	katA	1.11.1.6	COG0753	Catalase
HNMCCAHI_02982	CDS	204				hypothetical protein
HNMCCAHI_02983	CDS	864				hypothetical protein
HNMCCAHI_02984	CDS	135				hypothetical protein
HNMCCAHI_02985	CDS	441				hypothetical protein
HNMCCAHI_02986	CDS	1497	phrB_1	4.1.99.13	COG3046	(6-4) photolyase
HNMCCAHI_02987	CDS	1272	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_02988	CDS	555				hypothetical protein
HNMCCAHI_02989	CDS	1389	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_02990	CDS	1905	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_02991	CDS	1809	tagU_5	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_02992	CDS	1296	tagU_6	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_02993	CDS	753				hypothetical protein
HNMCCAHI_02994	tRNA	75				tRNA-Ile(gat)
HNMCCAHI_02995	CDS	711				hypothetical protein
HNMCCAHI_02996	CDS	417				hypothetical protein
HNMCCAHI_02997	CDS	417				hypothetical protein
HNMCCAHI_02998	CDS	129				hypothetical protein
HNMCCAHI_02999	CDS	1926				hypothetical protein
HNMCCAHI_03000	CDS	1293				hypothetical protein
HNMCCAHI_03001	CDS	120				hypothetical protein
HNMCCAHI_03002	CDS	663				hypothetical protein
HNMCCAHI_03003	CDS	231	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
HNMCCAHI_03004	CDS	279				hypothetical protein
HNMCCAHI_03005	CDS	381				hypothetical protein
HNMCCAHI_03006	CDS	252				hypothetical protein
HNMCCAHI_03007	CDS	708				hypothetical protein
HNMCCAHI_03008	CDS	1080		1.11.1.19	COG2837	Dye-decolorizing peroxidase
HNMCCAHI_03009	CDS	936	pheA	4.2.1.51	COG0077	Prephenate dehydratase
HNMCCAHI_03010	CDS	1233	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HNMCCAHI_03011	CDS	825	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
HNMCCAHI_03012	CDS	720				hypothetical protein
HNMCCAHI_03013	CDS	912	lnrL_6	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HNMCCAHI_03014	CDS	882				hypothetical protein
HNMCCAHI_03015	CDS	1038	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNMCCAHI_03016	CDS	1818	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
HNMCCAHI_03017	CDS	456				hypothetical protein
HNMCCAHI_03018	CDS	903	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
HNMCCAHI_03019	CDS	867	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
HNMCCAHI_03020	CDS	1047				hypothetical protein
HNMCCAHI_03021	CDS	1716	dosT	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
HNMCCAHI_03022	CDS	3666	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNMCCAHI_03023	CDS	1002	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
HNMCCAHI_03024	CDS	1509	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
HNMCCAHI_03025	CDS	1083	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
HNMCCAHI_03026	CDS	1059	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
HNMCCAHI_03027	CDS	1068				hypothetical protein
HNMCCAHI_03028	CDS	906				hypothetical protein
HNMCCAHI_03029	CDS	1119				hypothetical protein
HNMCCAHI_03030	CDS	129				hypothetical protein
HNMCCAHI_03031	CDS	390				hypothetical protein
HNMCCAHI_03032	tRNA	76				tRNA-Asp(gtc)
HNMCCAHI_03033	CDS	237				hypothetical protein
HNMCCAHI_03034	CDS	3744				hypothetical protein
HNMCCAHI_03035	CDS	231				hypothetical protein
HNMCCAHI_03036	CDS	195				hypothetical protein
HNMCCAHI_03037	tRNA	77				tRNA-Phe(gaa)
HNMCCAHI_03038	tRNA	76				tRNA-Asp(gtc)
HNMCCAHI_03039	tRNA	74				tRNA-Glu(ttc)
HNMCCAHI_03040	CDS	1578				hypothetical protein
HNMCCAHI_03041	CDS	342				hypothetical protein
HNMCCAHI_03042	CDS	705				hypothetical protein
HNMCCAHI_03043	CDS	2067	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
HNMCCAHI_03044	CDS	2235				hypothetical protein
HNMCCAHI_03045	CDS	1257				hypothetical protein
HNMCCAHI_03046	tRNA	75				tRNA-Lys(ttt)
HNMCCAHI_03047	CDS	585				hypothetical protein
HNMCCAHI_03048	CDS	471				hypothetical protein
HNMCCAHI_03049	CDS	468				hypothetical protein
HNMCCAHI_03050	CDS	2595	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
HNMCCAHI_03051	CDS	576	yceD_1		COG2310	General stress protein 16U
HNMCCAHI_03052	CDS	276				hypothetical protein
HNMCCAHI_03053	CDS	183				hypothetical protein
HNMCCAHI_03054	CDS	573				hypothetical protein
HNMCCAHI_03055	CDS	402				hypothetical protein
HNMCCAHI_03056	CDS	552	sigE_3		COG1595	RNA polymerase sigma-E factor
HNMCCAHI_03057	CDS	390				hypothetical protein
HNMCCAHI_03058	CDS	543	tmrB			Tunicamycin resistance protein
HNMCCAHI_03059	CDS	390				hypothetical protein
HNMCCAHI_03060	CDS	300				hypothetical protein
HNMCCAHI_03061	CDS	747				hypothetical protein
HNMCCAHI_03062	CDS	207				hypothetical protein
HNMCCAHI_03063	CDS	915				hypothetical protein
HNMCCAHI_03064	CDS	603				hypothetical protein
HNMCCAHI_03065	CDS	2061				hypothetical protein
HNMCCAHI_03066	CDS	924		3.8.1.3	COG0596	Fluoroacetate dehalogenase
HNMCCAHI_03067	CDS	549				hypothetical protein
HNMCCAHI_03068	CDS	1287				hypothetical protein
HNMCCAHI_03069	CDS	867	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HNMCCAHI_03070	CDS	516				hypothetical protein
HNMCCAHI_03071	CDS	1326				hypothetical protein
HNMCCAHI_03072	CDS	555				hypothetical protein
HNMCCAHI_03073	CDS	120				hypothetical protein
HNMCCAHI_03074	CDS	927				hypothetical protein
HNMCCAHI_03075	CDS	588				hypothetical protein
HNMCCAHI_03076	CDS	771				hypothetical protein
HNMCCAHI_03077	CDS	975				hypothetical protein
HNMCCAHI_03078	CDS	231				hypothetical protein
HNMCCAHI_03079	CDS	147				hypothetical protein
HNMCCAHI_03080	CDS	2535	pikAI_7	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
HNMCCAHI_03081	CDS	234				hypothetical protein
HNMCCAHI_03082	CDS	678				hypothetical protein
HNMCCAHI_03083	CDS	543				hypothetical protein
HNMCCAHI_03084	CDS	681	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
HNMCCAHI_03085	CDS	1290				hypothetical protein
HNMCCAHI_03086	CDS	732				hypothetical protein
HNMCCAHI_03087	CDS	744				hypothetical protein
HNMCCAHI_03088	CDS	384				hypothetical protein
HNMCCAHI_03089	CDS	609				hypothetical protein
HNMCCAHI_03090	CDS	543				hypothetical protein
HNMCCAHI_03091	CDS	1002			COG0654	putative protein
HNMCCAHI_03092	CDS	336				hypothetical protein
HNMCCAHI_03093	CDS	687	gph_2	3.1.3.18		Phosphoglycolate phosphatase
HNMCCAHI_03094	CDS	1065	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
HNMCCAHI_03095	CDS	1098	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
HNMCCAHI_03096	CDS	855	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
HNMCCAHI_03097	CDS	975	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
HNMCCAHI_03098	CDS	2580	ramC_2	2.7.-.-	COG0515	putative SapB synthase
HNMCCAHI_03099	CDS	132	ramS			Lanthionine-containing peptide SapB precursor RamS
HNMCCAHI_03100	CDS	843	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HNMCCAHI_03101	CDS	606	drrA_4	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HNMCCAHI_03102	CDS	432	drrA_5	3.6.3.-	COG1131	Doxorubicin resistance ATP-binding protein DrrA
HNMCCAHI_03103	CDS	2187				hypothetical protein
HNMCCAHI_03104	CDS	3021	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
HNMCCAHI_03105	CDS	2028	menF_2	5.4.4.2		Isochorismate synthase MenF
HNMCCAHI_03106	CDS	861				hypothetical protein
HNMCCAHI_03107	CDS	963				hypothetical protein
HNMCCAHI_03108	CDS	1218				IS110 family transposase ISSgr1
HNMCCAHI_03109	CDS	1125				IS200/IS605 family transposase ISMae41
HNMCCAHI_03110	CDS	2205	ponA1_2		COG0744	Penicillin-binding protein 1A
HNMCCAHI_03111	CDS	993				hypothetical protein
HNMCCAHI_03112	CDS	180				hypothetical protein
HNMCCAHI_03113	CDS	153				hypothetical protein
HNMCCAHI_03114	CDS	501				hypothetical protein
HNMCCAHI_03115	CDS	1155				hypothetical protein
HNMCCAHI_03116	CDS	903	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HNMCCAHI_03117	CDS	585				hypothetical protein
HNMCCAHI_03118	CDS	585	slmA_2			Nucleoid occlusion factor SlmA
HNMCCAHI_03119	CDS	681				hypothetical protein
HNMCCAHI_03120	CDS	468				hypothetical protein
HNMCCAHI_03121	CDS	783				hypothetical protein
HNMCCAHI_03122	CDS	330				hypothetical protein
HNMCCAHI_03123	CDS	630				hypothetical protein
HNMCCAHI_03124	CDS	687				hypothetical protein
HNMCCAHI_03125	CDS	192				hypothetical protein
HNMCCAHI_03126	CDS	288				hypothetical protein
HNMCCAHI_03127	CDS	474				hypothetical protein
HNMCCAHI_03128	CDS	939				hypothetical protein
HNMCCAHI_03129	CDS	150				hypothetical protein
HNMCCAHI_03130	CDS	501				hypothetical protein
HNMCCAHI_03131	CDS	195				hypothetical protein
HNMCCAHI_03132	CDS	714	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
HNMCCAHI_03133	CDS	1002	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
HNMCCAHI_03134	CDS	870	dppC		COG1173	Dipeptide transport system permease protein DppC
HNMCCAHI_03135	CDS	1002	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
HNMCCAHI_03136	CDS	1608	appA			Oligopeptide-binding protein AppA
HNMCCAHI_03137	CDS	1122		1.3.99.-		Acyl-CoA dehydrogenase FadE27
HNMCCAHI_03138	CDS	1185		1.3.99.-		Acyl-CoA dehydrogenase FadE34
HNMCCAHI_03139	CDS	969		1.3.1.103		2-haloacrylate reductase
HNMCCAHI_03140	CDS	636				hypothetical protein
HNMCCAHI_03141	CDS	732	mca_2	3.5.1.115		Mycothiol S-conjugate amidase
HNMCCAHI_03142	CDS	537				hypothetical protein
HNMCCAHI_03143	CDS	180				hypothetical protein
HNMCCAHI_03144	CDS	354				hypothetical protein
HNMCCAHI_03145	CDS	381	rpoB_1	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HNMCCAHI_03146	CDS	3129	rpoB_2	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HNMCCAHI_03147	CDS	384	rplL		COG0222	50S ribosomal protein L7/L12
HNMCCAHI_03148	CDS	528	rplJ		COG0244	50S ribosomal protein L10
HNMCCAHI_03149	CDS	957				hypothetical protein
HNMCCAHI_03150	CDS	729	rplA		COG0081	50S ribosomal protein L1
HNMCCAHI_03151	CDS	435	rplK		COG0080	50S ribosomal protein L11
HNMCCAHI_03152	CDS	351				hypothetical protein
HNMCCAHI_03153	CDS	1665	pks1			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
HNMCCAHI_03154	CDS	1818	pksJ		COG0318	Polyketide synthase PksJ
HNMCCAHI_03155	CDS	246				hypothetical protein
HNMCCAHI_03156	CDS	2538				hypothetical protein
HNMCCAHI_03157	CDS	150				hypothetical protein
HNMCCAHI_03158	CDS	339				hypothetical protein
HNMCCAHI_03159	CDS	801		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
HNMCCAHI_03160	CDS	1020	kgtP_2			Alpha-ketoglutarate permease
HNMCCAHI_03161	CDS	291				hypothetical protein
HNMCCAHI_03162	CDS	645	pgdA_2	3.5.1.-		Peptidoglycan deacetylase
HNMCCAHI_03163	CDS	165				hypothetical protein
HNMCCAHI_03164	CDS	420				hypothetical protein
HNMCCAHI_03165	CDS	660				hypothetical protein
HNMCCAHI_03166	CDS	567				hypothetical protein
HNMCCAHI_03167	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
HNMCCAHI_03168	CDS	789				hypothetical protein
HNMCCAHI_03169	CDS	465				hypothetical protein
HNMCCAHI_03170	CDS	657	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
HNMCCAHI_03171	CDS	1449				hypothetical protein
HNMCCAHI_03172	CDS	687	lnrK_1		COG2197	Transcriptional regulatory protein LnrK
HNMCCAHI_03173	CDS	135				hypothetical protein
HNMCCAHI_03174	CDS	162				hypothetical protein
HNMCCAHI_03175	CDS	450				hypothetical protein
HNMCCAHI_03176	CDS	513				hypothetical protein
HNMCCAHI_03177	CDS	225	chpD			Chaplin-D
HNMCCAHI_03178	CDS	255				hypothetical protein
HNMCCAHI_03179	CDS	198				hypothetical protein
HNMCCAHI_03180	CDS	366				hypothetical protein
HNMCCAHI_03181	CDS	1626	mrdA_1	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
HNMCCAHI_03182	CDS	1698	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
HNMCCAHI_03183	CDS	111				hypothetical protein
HNMCCAHI_03184	CDS	237				hypothetical protein
HNMCCAHI_03185	CDS	1041				hypothetical protein
HNMCCAHI_03186	CDS	552				hypothetical protein
HNMCCAHI_03187	CDS	852				hypothetical protein
HNMCCAHI_03188	CDS	1227				hypothetical protein
HNMCCAHI_03189	CDS	294				hypothetical protein
HNMCCAHI_03190	CDS	531				hypothetical protein
HNMCCAHI_03191	CDS	237				hypothetical protein
HNMCCAHI_03192	CDS	450				hypothetical protein
HNMCCAHI_03193	CDS	483				hypothetical protein
HNMCCAHI_03194	CDS	405				hypothetical protein
HNMCCAHI_03195	CDS	594				hypothetical protein
HNMCCAHI_03196	CDS	231				hypothetical protein
HNMCCAHI_03197	CDS	1224	hmp_2	1.14.12.17		Flavohemoprotein
HNMCCAHI_03198	CDS	216	nsrR		COG1959	HTH-type transcriptional repressor NsrR
HNMCCAHI_03199	CDS	1407				hypothetical protein
HNMCCAHI_03200	CDS	1122	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
HNMCCAHI_03201	CDS	888		4.3.2.3		Ureidoglycolate lyase
HNMCCAHI_03202	CDS	753	yidC_2		COG0706	Membrane protein insertase YidC
HNMCCAHI_03203	CDS	333				hypothetical protein
HNMCCAHI_03204	CDS	1332				L-lactate transporter
HNMCCAHI_03205	CDS	1032	rhaR_1			HTH-type transcriptional activator RhaR
HNMCCAHI_03206	CDS	474				hypothetical protein
HNMCCAHI_03207	CDS	528				hypothetical protein
HNMCCAHI_03208	CDS	375	rsbV_3		COG1366	Anti-sigma-B factor antagonist
HNMCCAHI_03209	CDS	579				hypothetical protein
HNMCCAHI_03210	CDS	855				hypothetical protein
HNMCCAHI_03211	CDS	282				hypothetical protein
HNMCCAHI_03212	CDS	621				hypothetical protein
HNMCCAHI_03213	CDS	2223	icd	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
HNMCCAHI_03214	CDS	405				hypothetical protein
HNMCCAHI_03215	CDS	882				hypothetical protein
HNMCCAHI_03216	CDS	582				hypothetical protein
HNMCCAHI_03217	CDS	825				hypothetical protein
HNMCCAHI_03218	CDS	552				hypothetical protein
HNMCCAHI_03219	CDS	864	folD		COG0190	Bifunctional protein FolD protein
HNMCCAHI_03220	CDS	255				hypothetical protein
HNMCCAHI_03221	CDS	2178	recB	3.1.11.5		RecBCD enzyme subunit RecB
HNMCCAHI_03222	CDS	1404	dapE_4	3.5.1.18		Succinyl-diaminopimelate desuccinylase
HNMCCAHI_03223	CDS	945	nudC_1	3.6.1.22		NADH pyrophosphatase
HNMCCAHI_03224	CDS	258		1.-.-.-	COG0695	Putative glutaredoxin.1
HNMCCAHI_03225	CDS	2286	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
HNMCCAHI_03226	CDS	321				hypothetical protein
HNMCCAHI_03227	CDS	294	whiB_1			Transcriptional regulator WhiB
HNMCCAHI_03228	CDS	339				hypothetical protein
HNMCCAHI_03229	CDS	366				DNA-binding protein
HNMCCAHI_03230	CDS	597	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
HNMCCAHI_03231	CDS	921	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
HNMCCAHI_03232	CDS	969				hypothetical protein
HNMCCAHI_03233	CDS	1500	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
HNMCCAHI_03234	CDS	621	betI_7			HTH-type transcriptional regulator BetI
HNMCCAHI_03235	CDS	2085				hypothetical protein
HNMCCAHI_03236	CDS	957				hypothetical protein
HNMCCAHI_03237	CDS	771	cmoM_3	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
HNMCCAHI_03238	CDS	420				hypothetical protein
HNMCCAHI_03239	CDS	618				hypothetical protein
HNMCCAHI_03240	CDS	1380	mshA_2	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
HNMCCAHI_03241	CDS	534				putative protein
